theta1,theta2,theta3,theta4,label
174.28940686250044,150.94539590092288,120.46554491945989,154.6538240580533,unstable
168.6900675259798,135.0,54.7824070318073,23.962488974578164,unstable
143.13010235415598,110.22485943116808,126.86989764584402,159.77514056883192,unstable
107.52556837372288,75.96375653207353,49.08561677997488,17.525568373722855,unstable
66.03751102542182,32.905242922987895,130.91438322002512,165.9637565320735,unstable
14.036243467926509,17.525568373722855,43.02506598911803,11.888658039627968,unstable
43.02506598911803,78.11134196037203,136.97493401088198,171.4692343900519,unstable
110.22485943116808,147.0947570770121,39.09385888622952,5.710593137499568,unstable
174.28940686250044,140.9061411137705,143.13010235415598,177.27368900609366,unstable
87.13759477388825,57.0947570770121,35.217592968192726,2.8624052261117785,unstable
5.710593137499568,36.86989764584401,147.0947570770121,180.0,unstable
104.0362434679265,139.08561677997488,32.905242922987895,2.8624052261117785,unstable
147.0947570770121,112.83365417791755,149.53445508054014,177.27368900609366,unstable
26.565051177078008,5.710593137499568,29.05460409907715,5.710593137499568,unstable
95.71059313749964,133.02506598911805,153.43494882292202,174.28940686250044,unstable
126.86989764584402,95.71059313749964,26.565051177078008,5.710593137499568,unstable
14.036243467926509,49.08561677997488,153.43494882292202,171.4692343900519,unstable
162.47443162627715,160.70995378081128,22.83365417791755,8.530765609948139,unstable
35.217592968192726,2.8624052261117785,156.03751102542185,171.4692343900519,unstable
130.91438322002512,165.9637565320735,22.83365417791755,8.530765609948139,unstable
53.13010235415598,20.224859431168078,156.03751102542185,168.6900675259798,unstable
130.91438322002512,165.9637565320735,22.83365417791755,11.888658039627968,unstable
35.217592968192726,2.8624052261117785,156.03751102542185,168.6900675259798,unstable
162.47443162627715,160.70995378081128,22.83365417791755,11.888658039627968,unstable
14.036243467926509,49.08561677997488,156.03751102542185,168.6900675259798,unstable
126.86989764584402,95.71059313749964,22.83365417791755,8.530765609948139,unstable
95.71059313749964,133.02506598911805,156.03751102542185,171.4692343900519,unstable
26.565051177078008,5.710593137499568,25.346175941946708,8.530765609948139,unstable
147.0947570770121,112.83365417791755,153.43494882292202,171.4692343900519,unstable
104.0362434679265,139.08561677997488,26.565051177078008,5.710593137499568,unstable
5.710593137499568,36.86989764584401,149.53445508054014,174.28940686250044,unstable
87.13759477388825,57.0947570770121,29.05460409907715,2.8624052261117785,unstable
174.28940686250044,140.9061411137705,147.0947570770121,177.27368900609366,unstable
110.22485943116808,147.0947570770121,32.905242922987895,0.0,unstable
43.02506598911803,78.11134196037203,143.13010235415598,180.0,unstable
14.036243467926509,17.525568373722855,36.86989764584401,2.8624052261117785,unstable
66.03751102542182,32.905242922987895,139.08561677997488,174.55966796899446,unstable
107.52556837372288,75.96375653207353,40.91438322002512,8.530765609948139,unstable
143.13010235415598,110.22485943116808,135.0,171.4692343900519,unstable
168.6900675259798,135.0,46.97493401088199,14.74356283647072,unstable
174.28940686250044,150.94539590092288,130.91438322002512,165.9637565320735,unstable
162.47443162627715,160.70995378081128,50.90614111377051,17.525568373722855,unstable
162.47443162627715,163.30075576600638,122.90524292298792,159.77514056883192,unstable
171.4692343900519,154.6538240580533,57.0947570770121,26.565051177078008,unstable
174.28940686250044,140.9061411137705,116.56505117707799,153.43494882292202,unstable
149.53445508054014,115.34617594194668,63.43494882292202,32.905242922987895,unstable
116.56505117707799,84.28940686250034,110.22485943116808,144.78240703180728,unstable
75.25643716352927,43.02506598911803,72.47443162627714,40.91438322002512,unstable
26.565051177078008,5.440332031005548,101.30993247402021,136.97493401088198,unstable
31.42956561483852,66.03751102542182,81.46923439005188,49.08561677997488,unstable
95.71059313749964,133.02506598911805,nan,129.0938588862295,unstable
171.4692343900519,154.6538240580533,90.0,57.0947570770121,unstable
104.74356283647074,73.30075576600638,84.28940686250034,119.05460409907714,unstable
14.036243467926509,17.525568373722855,98.53076560994813,67.16634582208248,unstable
84.28940686250034,119.05460409907714,75.96375653207353,110.22485943116808,unstable
168.6900675259798,135.0,107.52556837372288,75.96375653207353,unstable
53.13010235415598,20.224859431168078,63.43494882292202,101.30993247402021,unstable
69.77514056883193,107.52556837372288,120.46554491945989,87.13759477388825,unstable
156.03751102542185,122.90524292298792,53.13010235415598,90.0,unstable
14.036243467926509,17.525568373722855,130.91438322002512,98.53076560994813,unstable
133.02506598911805,168.6900675259798,43.02506598911803,78.69006752597979,unstable
67.16634582208248,36.86989764584401,143.13010235415598,110.22485943116808,unstable
95.71059313749964,133.02506598911805,29.05460409907715,66.03751102542182,unstable
87.13759477388825,57.0947570770121,156.03751102542185,122.90524292298792,unstable
92.86240522611175,129.0938588862295,16.69924423399364,53.13010235415598,unstable
75.25643716352927,43.02506598911803,168.6900675259798,136.97493401088198,unstable
122.90524292298792,159.77514056883192,5.710593137499568,36.86989764584401,unstable
26.565051177078008,5.710593137499568,177.1375947738882,150.94539590092288,unstable
174.28940686250044,140.9061411137705,8.530765609948139,23.962488974578164,unstable
50.90614111377051,87.13759477388825,162.47443162627715,163.30075576600638,unstable
75.25643716352927,43.02506598911803,22.83365417791755,8.530765609948139,unstable
162.47443162627715,160.70995378081128,147.0947570770121,177.27368900609366,unstable
54.7824070318073,90.0,39.09385888622952,5.710593137499568,unstable
46.97493401088199,14.74356283647072,130.91438322002512,165.9637565320735,unstable
143.13010235415598,110.22485943116808,54.7824070318073,23.962488974578164,unstable
130.91438322002512,165.9637565320735,113.96248897457818,150.94539590092288,unstable
54.7824070318073,90.0,72.47443162627714,40.91438322002512,unstable
14.036243467926509,17.525568373722855,98.53076560994813,133.02506598911805,unstable
75.25643716352927,43.02506598911803,90.0,57.0947570770121,unstable
126.86989764584402,95.71059313749964,81.46923439005188,116.56505117707799,unstable
174.28940686250044,140.9061411137705,107.52556837372288,75.25643716352927,unstable
149.53445508054014,174.28940686250044,63.43494882292202,98.53076560994813,unstable
122.90524292298792,159.77514056883192,126.86989764584402,92.86240522611175,unstable
104.0362434679265,139.08561677997488,43.02506598911803,78.69006752597979,unstable
92.86240522611175,129.0938588862295,145.49147701233161,112.83365417791755,unstable
90.0,126.86989764584402,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
46.97493401088199,81.46923439005188,63.43494882292202,101.30993247402021,unstable
57.0947570770121,92.86240522611175,122.90524292298792,92.86240522611175,unstable
67.16634582208248,101.30993247402021,43.02506598911803,78.69006752597979,unstable
75.96375653207353,112.83365417791755,143.13010235415598,112.83365417791755,unstable
87.13759477388825,122.90524292298792,25.346175941946708,59.53445508054013,unstable
95.71059313749964,133.02506598911805,165.2564371635293,133.02506598911805,unstable
106.69924423399362,140.9061411137705,5.710593137499568,40.91438322002512,unstable
116.56505117707799,150.94539590092288,174.28940686250044,150.94539590092288,unstable
126.86989764584402,162.47443162627715,14.036243467926509,17.525568373722855,unstable
136.97493401088198,171.4692343900519,153.43494882292202,171.4692343900519,unstable
147.0947570770121,177.27368900609366,32.905242922987895,0.0,unstable
156.03751102542185,168.6900675259798,135.0,168.6900675259798,unstable
165.2564371635293,159.77514056883192,53.13010235415598,21.250505507133237,unstable
177.1375947738882,148.5704343851615,113.96248897457818,150.94539590092288,unstable
174.28940686250044,140.9061411137705,72.47443162627714,40.91438322002512,unstable
162.47443162627715,129.0938588862295,95.71059313749964,129.0938588862295,unstable
153.43494882292202,119.05460409907714,92.86240522611175,63.43494882292202,unstable
143.13010235415598,110.22485943116808,75.96375653207353,110.22485943116808,unstable
130.91438322002512,101.30993247402021,113.96248897457818,81.46923439005188,unstable
122.90524292298792,90.0,54.7824070318073,90.0,unstable
113.96248897457818,81.46923439005188,135.0,101.30993247402021,unstable
101.88865803962798,69.77514056883193,35.217592968192726,69.77514056883193,unstable
92.86240522611175,60.94539590092286,156.03751102542185,122.90524292298792,unstable
81.46923439005188,50.90614111377051,14.036243467926509,49.08561677997488,unstable
72.47443162627714,39.09385888622952,174.28940686250044,140.9061411137705,unstable
63.43494882292202,30.465544919459873,5.710593137499568,30.465544919459873,unstable
53.13010235415598,20.224859431168078,165.2564371635293,159.77514056883192,unstable
40.91438322002512,8.130102354156005,22.83365417791755,8.530765609948139,unstable
32.905242922987895,0.0,143.13010235415598,180.0,unstable
22.83365417791755,11.888658039627968,43.02506598911803,11.888658039627968,unstable
11.309932474020195,21.250505507133237,122.90524292298792,159.77514056883192,unstable
2.8624052261117785,30.465544919459873,63.43494882292202,32.905242922987895,unstable
8.530765609948139,40.91438322002512,104.0362434679265,140.9061411137705,unstable
16.69924423399364,49.08561677997488,84.28940686250034,53.13010235415598,unstable
26.565051177078008,62.10272896905237,84.28940686250034,119.05460409907714,unstable
36.86989764584401,72.47443162627714,104.74356283647074,72.47443162627714,unstable
